date,artist,song_name,video,group_type,release,link,like_count,view_count
2018-02-19,Yang Yoseop,Where I Am Gone,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=R0HfzG3BR20,29612,440540
2018-02-18,NCT U,BOSS,Youtube,Boy,Major,https://www.youtube.com/watch?v=0AUFyFEt35g,2986217,180498892
2018-02-18,Boyfriend,Try My Wings,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=94iYe9-eyHI,14858,246905
2018-02-15,Kino (Pentagon),Lonely,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=iSoN4v1G8Os,57308,1089735
2018-02-15,N.tic,Once Again,Youtube,Boy,Major,https://www.youtube.com/watch?v=7A5e0v9cuFM,26937,384871
2018-02-14,Suzy,SObeR,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=DgT4CPv_CCE,291100,10133126
2018-02-13,Park Boram,Will Be Fine,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=cWvE3P6AWSA,13838,3862134
2018-02-13,The Eastlight,Valentines Day,Youtube,Boy,Major,https://www.youtube.com/watch?v=m4XVq2TgptU,0,0
2018-02-12,Roy Kim,Only Then,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=SkN_hWI6n28,182575,32637337
2018-02-12,Yang Yoseop,Star,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=YW0doOWokVU,32736,1291635
2018-02-11,Mighty Mouth,Uber,Youtube,Boy,Major,https://www.youtube.com/watch?v=AyVs39XIs1c,240,19899
2018-02-10,VAV,Gorgeous,Youtube,Boy,Major,https://www.youtube.com/watch?v=ByLrmZJ7VdI,131011,6765407
2018-02-07,Dynamic Duo,Bongjeseon,Youtube,Boy,Major,https://www.youtube.com/watch?v=sfPnkCPVXYo,1234,74071
2018-02-07,PLT,Blind,Youtube,Boy,Minor,https://www.youtube.com/watch?v=Hky3jgyd2I0,5065,53237
2018-02-07,"Naeun, Jinsol (APRIL)",My Story,Youtube,Girl,Minor,https://www.youtube.com/watch?v=NVW9yYOx8wU,8376,281712
2018-02-07,Hong Jinyoung,Good Bye,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=ePRk5THh2Q8,141731,12662828
2018-02-06,CoCoSoRi,Mi Amor,Youtube,Girl,Major,https://www.youtube.com/watch?v=gnPZ8k3wXqs,27536,468555
2018-02-06,Hyolyn,To Do List,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=F4oenLX1WcA,42853,1206886
2018-02-06,MONSTA X,In Time,Youtube,Boy,Minor,https://www.youtube.com/watch?v=XUJ_xpOVfyw,109660,2395106
2018-02-05,DAY6,If We Can Meet Again,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=unS_PcMn3RA,117233,3065716
2018-02-05,SEVENTEEN,Thanks,Youtube,Boy,Major,https://www.youtube.com/watch?v=gZItyr1SNjU,1312989,67797727
2018-02-04,1,Song For You,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=AnC0bwBumj8,6281,182085
2018-02-03,BLACKSIX,Alone,Youtube,Boy,Minor,https://www.youtube.com/watch?v=L_CZzj1hP50,3608,22020
2018-02-02,Henry,Monster,Youtube,Boy,English,https://www.youtube.com/watch?v=dfeEwt5_jsQ,326033,5446851
2018-02-01,Davichi,Just The Two Of Us,Youtube,Girl,Major,https://www.youtube.com/watch?v=YIcIXJIqFHw,11985,670311
2018-02-01,gugudan,The Boots,Youtube,Girl,Major,https://www.youtube.com/watch?v=y3KSD5sI0OM,212341,9803151
2018-02-01,2000won,SSUL,Youtube,Boy,Major,https://www.youtube.com/watch?v=88iRnH2K1z4,353,10810
2018-01-31,Super Junior-D&E,If You,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=ryxWUHZDJwI,10840,258544
2018-01-31,14U,Don't Be Pretty,Youtube,Boy,Major,https://www.youtube.com/watch?v=HSPGFCv4BTA,0,0
2018-01-31,BoA,Nega Dola,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=pykyNOEVqCU,162272,6351666
2018-01-31,Soya,Show,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=YSdYK6yGEWg,7367,638448
2018-01-29,Suzy,Holiday feat. DPR LIVE,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=lpzJNwur6Zk,192094,8466424
2018-01-29,Risso,Alergy,Youtube,Girl Solo,Minor,https://www.youtube.com/watch?v=8gaxwpzrf6M,628,16511
2018-01-29,LOONA,One&Only (GoWon),Youtube,Girl,Major,https://www.youtube.com/watch?v=m5qwcYL8a0o,193407,7695010
2018-01-29,DEAN,instagram,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=wKyMIrBClYw,1135006,81823081
2018-01-29,Golden Child,It's You,Youtube,Boy,Major,https://www.youtube.com/watch?v=fq56d1YiLFE,78953,1633002
2018-01-29,Red Velvet,Bad Boy,Youtube,Girl,Major,https://www.youtube.com/watch?v=J_CFBjAyPWE,4077914,375836884
2018-01-28,VAV,Spotlight,Youtube,Boy,Major,https://www.youtube.com/watch?v=rKuuTQhM-tg,143741,8321006
2018-01-25,Davichi,Days Without You,Youtube,Girl,Major,https://www.youtube.com/watch?v=_jzMDsYHktI,244099,14223468
2018-01-25,iKON,Love Scenario,Youtube,Boy,Major,https://www.youtube.com/watch?v=vecSVX1QYbQ,7379227,608698507
2018-01-24,fromis_9,To Heart,Youtube,Girl,Major,https://www.youtube.com/watch?v=BzZ8NmYUldE,15798,308047
2018-01-24,Jeong Sewoon,Baby It's U,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=VED_cqxthf4,86088,2254222
2018-01-24,The Eastlight,Two Of Us,Youtube,Boy,Minor,https://www.youtube.com/watch?v=2iF1WRGp1W8,0,0
2018-01-23,Rainz,Turn It Up,Youtube,Boy,Major,https://www.youtube.com/watch?v=mD1Yeygtxrs,12003,421236
2018-01-23,B1A4,Do You Remember,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=3pMUutnxSbw,0,0
2018-01-23,Target,Awake,Youtube,Boy,Major,https://www.youtube.com/watch?v=xn72N1Y3ABE,34337,501506
2018-01-23,Jonghyun,Before Our Spring,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=v9ea5VDQfXg,502608,7613087
2018-01-22,Jonghyun,Shinin',Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=J41qe-TM1DY,1497813,24689293
2018-01-22,Ravi,Nirvana feat. Park Jimin,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=clGewsyYqBg,0,0
2018-01-22,Suzy,In Love With Someone Else,Youtube,Girl Solo,Minor,https://www.youtube.com/watch?v=eQ3gXtX3U7I,204213,10275909
2018-01-21,HALO,Liar,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=6hzrxedNMnk,18367,883678
2018-01-20,UP10TION,Wild Love,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=eOLasFesC3Q,24540,679080
2018-01-18,Sunmi,Heroine,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=F4qfN5UeFvQ,937355,72557987
2018-01-18,The Eastlight,Real Man,Youtube,Boy,Major,https://www.youtube.com/watch?v=SiQeBQLBu3U,0,0
2018-01-17,Chungha,Roller Coaster,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=900X9fDFLc4,878328,81765843
2018-01-17,JBJ,My Flower,Youtube,Boy,Major,https://www.youtube.com/watch?v=uexk7jWXYmU,608193,27009371
2018-01-16,Girlkind,FANCI,Youtube,Girl,Major,https://www.youtube.com/watch?v=LRoednGUmCE,59560,1042240
2018-01-15,Stray Kids,Spread My Wings (Performance),Youtube,Boy,Minor,https://www.youtube.com/watch?v=Xo8FPXlI3CU,656485,18933426
2018-01-14,Various,Shadow,Youtube,Girl,Major,https://www.youtube.com/watch?v=8L4CPwqcd1w,1365,67520
2018-01-12,NCT U,Timeless,Youtube,Boy,Minor,https://www.youtube.com/watch?v=PmH948yZwhE,351090,9087676
2018-01-11,Weki Meki,Butterfly,Youtube,Girl,CF,https://www.youtube.com/watch?v=zVLXJfdhBtg,35882,742278
2018-01-11,Twice,Candy Pop,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=wQ_POfToaVY,1800665,163639977
2018-01-10,MXM,Diamond Girl,Youtube,Boy,Minor,https://www.youtube.com/watch?v=ZmTVq81q35M,105298,2134793
2018-01-10,Jo Kwon,Lonely,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=DpObGkT0GZc,26493,666510
2018-01-09,Oh My Girl,Secret Garden,Youtube,Girl,Major,https://www.youtube.com/watch?v=QIN5_tJRiyY,241107,22422435
2018-01-09,MONSTA X,Spotlight,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=_53QwBl9m88,301312,10742102
2018-01-08,Infinite,Tell Me,Youtube,Boy,Major,https://www.youtube.com/watch?v=TM-gCW45YHc,397066,12170507
2018-01-08,Block B,Don't Leave,Youtube,Boy,Major,https://www.youtube.com/watch?v=j0FrZ40fPiA,175815,6230713
2018-01-08,Jang Wooyoung,Going Going,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=8TBDBCdaf3Y,47759,857435
2018-01-07,Stray Kids,Beware (Performance),Youtube,Boy,Minor,https://www.youtube.com/watch?v=Sy3ERg7OCWo,709088,17268471
2018-01-05,Voisper,Missing U,Youtube,Boy,Major,https://www.youtube.com/watch?v=3R4wdqRcWRI,1643,24098
2018-01-05,Hint,Walkie Talkie,Youtube,Girl,Major,https://www.youtube.com/watch?v=7apicwn8bmM,5321,140053
2018-01-04,Live High,Yes,Youtube,Girl,Major,https://www.youtube.com/watch?v=tlfdXqlkb8M,3811,119205
2018-01-04,Mamamoo,Paint Me,Youtube,Girl,Minor,https://www.youtube.com/watch?v=20sOM7AlU3Y,198590,4261375
2018-01-04,5tion,Come Back,Youtube,Boy,Major,https://www.youtube.com/watch?v=tWhYLVhSzrg,158,6617
2018-01-03,N.Flying,Hot Potato,Youtube,Boy,Major,https://www.youtube.com/watch?v=y1iRckD1ys4,216800,6630626
2018-01-03,Momoland,BBoom BBoom,Youtube,Girl,Major,https://www.youtube.com/watch?v=JQGRg8XBnB4,4697023,589319901
2018-01-02,PLT,Blah,Youtube,Boy,Minor,https://www.youtube.com/watch?v=OGDkrq3cqYU,10333,120761
2018-01-02,TRCNG,Wolf Baby,Youtube,Boy,Major,https://www.youtube.com/watch?v=-kOVdJD_4kM,59358,977769
2018-01-02,Drug Restaurant,Her,Youtube,Boy,Major,https://www.youtube.com/watch?v=IjDn1HXrNTY,35054,908166
2017-12-28,LOONA,Heart Attack (Chuu),Youtube,Girl,Major,https://www.youtube.com/watch?v=BVVfMFS3mgc,880120,32218593
2017-12-28,Younha,Parade,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=7bPffIZot10,55777,3229042
2017-12-27,EXO,Universe,Youtube,Boy,Major,https://www.youtube.com/watch?v=leu-cTvMWTA,1731008,53368215
2017-12-26,Super Junior-D&E,You Don't Go,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=GBA0wE7qgWk,25861,698688
2017-12-25,1NB,"Winter, again",Youtube,Girl,Minor,https://www.youtube.com/watch?v=1fycAID1dKo,2014,39510
2017-12-23,BoA,Jazzclub,Youtube,Girl Solo,Japanese,https://www.youtube.com/watch?v=xP-DFPuODcM,67184,2101754
2017-12-23,NU'EST W,Let Me Out,Youtube,Boy,OST,https://www.youtube.com/watch?v=333AbjpGqk8,274363,19747494
2017-12-22,Twice,Merry & Happy,Youtube,Girl,Minor,https://www.youtube.com/watch?v=zi_6oaQyckM,885341,45362053
2017-12-17,Sha Sha,White Story,Youtube,Girl,Minor,https://www.youtube.com/watch?v=eECOobsEXCQ,2074,54147
2017-12-17,Laysha,Pink Label,Youtube,Girl,Minor,https://www.youtube.com/watch?v=8IDrpXUAjpU,0,0
2017-12-15,NCT DREAM,Joy,Youtube,Boy,Minor,https://www.youtube.com/watch?v=VMMl0DopcdM,311806,4589619
2017-12-14,B.A.P,Hands Up,Youtube,Boy,Major,https://www.youtube.com/watch?v=Cd8UxUlqaZ8,281527,7259863
2017-12-12,Twice,Heart Shaker,Youtube,Girl,Major,https://www.youtube.com/watch?v=rRzxEiBLQCA,3411757,430778531
2017-12-07,Mighty Mouth,Instagram,Youtube,Boy,Major,https://www.youtube.com/watch?v=xv8HfP2J97E,315,20194
2017-12-06,The Boyz,Boy,Youtube,Boy,Major,https://www.youtube.com/watch?v=yuk0LHFSlR8,261441,11782652
2017-12-06,KARD,Trust Me,Youtube,Co-ed,Minor,https://www.youtube.com/watch?v=dhF3Y7esoWM,267107,5401616
2017-12-06,Snuper,Stand by me,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=aHXPRm_0y3U,2877,89601
2017-12-05,DAY6,I Like You,Youtube,Boy,Major,https://www.youtube.com/watch?v=daoMYJv8i0c,424671,15323710
2017-12-05,EXO,Electric Kiss,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=BC19fhyTG_M,1330364,30525341
2017-12-05,Hyuna,Lip & Hip,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=vcqImqOVE2U,829535,47504857
2017-12-04,ANYWAY,Follow You,Youtube,Boy,Minor,https://www.youtube.com/watch?v=6ChZkgkpIzg,3003,39696
2017-12-01,Rain,Gang,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=xqFvYsy4wE4,239468,22422666
2017-11-29,1NB,Where U at,Youtube,Girl,Minor,https://www.youtube.com/watch?v=x2I4YoPdT84,18059,377528
2017-11-29,fromis_9,Glass Shoes,Youtube,Girl,Minor,https://www.youtube.com/watch?v=hXK6tWnvKR4,17866,352169
2017-11-28,LOONA,new (Yves),Youtube,Girl,Major,https://www.youtube.com/watch?v=LIDe-yTxda0,245180,9972541
2017-11-27,BLK,Hero,Youtube,Boy,Major,https://www.youtube.com/watch?v=5s_DjeBv9B4,48562,519710
2017-11-26,Hey Men,Jelly,Youtube,Boy,Minor,https://www.youtube.com/watch?v=dTbN75jr-nA,5249,84711
2017-11-26,MAP6,Love Is Gone,Youtube,Boy,Major,https://www.youtube.com/watch?v=-OhRgfEsozc,35183,547551
2017-11-26,Busters,La La La,Youtube,Girl,Minor,https://www.youtube.com/watch?v=l-C7No8mdes,0,0
2017-11-26,MXM,Save The Rest,Youtube,Boy,Minor,https://www.youtube.com/watch?v=m0_7WmpaoH0,13791,192691
2017-11-26,Busters,Dream On,Youtube,Girl,Major,https://www.youtube.com/watch?v=sIkctIzFI5M,0,0
2017-11-24,BTS,Mic Drop (Steve Aoki Remix),Youtube,Boy,Major,https://www.youtube.com/watch?v=kTlv5_Bs8aw,19554735,1290403774
2017-11-23,Pentagon,Violet,Youtube,Boy,Minor,https://www.youtube.com/watch?v=nzdDUg5R_IQ,49932,807207
2017-11-22,Pentagon,Runaway,Youtube,Boy,Major,https://www.youtube.com/watch?v=vxpRxiNM2sQ,318542,9358370
2017-11-22,Honeyst,Someone To Love,Youtube,Boy,Major,https://www.youtube.com/watch?v=atm1nif3-s0,11452,220099
2017-11-22,Blah Blah,Good Job,Youtube,Girl,Major,https://www.youtube.com/watch?v=CJARCe-5MnI,15541,402257
2017-11-21,KARD,You In Me,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=tz23WFb8HM0,609645,18473929
2017-11-21,ZZBae,Stress,Youtube,Girl,Major,https://www.youtube.com/watch?v=KQLmtN3la0w,0,0
2017-11-20,Epik High,Lost One,Youtube,Boy,Minor,https://www.youtube.com/watch?v=LvofNApz01I,49977,2264000
2017-11-19,Heygirls,No (No One But You),Youtube,Girl,Major,https://www.youtube.com/watch?v=BFYl8CNmCgY,3420,96855
2017-11-17,Red Velvet,Peek-A-Boo,Youtube,Girl,Major,https://www.youtube.com/watch?v=6uJf2IT2Zh8,3012544,232886118
2017-11-17,"Nell, Groovy Room",Today,Youtube,Boy,Major,https://www.youtube.com/watch?v=CGrk5YZC1y0,13084,911739
2017-11-16,Snuper,Dear,Youtube,Boy,Minor,https://www.youtube.com/watch?v=1sJf0_7AddM,6820,105468
2017-11-16,Samuel,Candy,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=oddXT5uaRb8,382180,6864641
2017-11-15,Fly To The Sky,Your Season,Youtube,Boy,Major,https://www.youtube.com/watch?v=yFOOCA6XW08,8081,778056
2017-11-14,Lovelyz,Twinkle,Youtube,Girl,Major,https://www.youtube.com/watch?v=vDxD4HwEFdY,69554,4866855
2017-11-13,Wanna One,Beautiful,Youtube,Boy,Major,https://www.youtube.com/watch?v=o4_tHTmniw4,506210,13366329
2017-11-13,AshGray,Love No More,Youtube,Boy,Major,https://www.youtube.com/watch?v=SXwPKNozWfQ,43,2041
2017-11-09,VICTON,Remember Me,Youtube,Boy,Major,https://www.youtube.com/watch?v=uLvr9Q-iJcs,122013,3026460
2017-11-08,Urban Zakapa,When we were two,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=O92yHB0MDZ8,68060,8355311
2017-11-08,gugudan,Chococo,Youtube,Girl,Major,https://www.youtube.com/watch?v=vLVSf_yI_r8,103009,4187372
2017-11-07,SF9,Let's Hang out,Youtube,Boy,Minor,https://www.youtube.com/watch?v=dBHu2M7fT6w,20115,379994
2017-11-07,Block B,Shall We Dance,Youtube,Boy,Major,https://www.youtube.com/watch?v=NHglTopVlKQ,584280,31967017
2017-11-07,MONSTA X,Dramarama,Youtube,Boy,Major,https://www.youtube.com/watch?v=r1afdZk0qcI,1309832,55119502
2017-11-07,EXID,DDD,Youtube,Girl,Major,https://www.youtube.com/watch?v=axVvZrDz60k,924846,63416791
2017-11-07,Kim Sohee,Sobok Sobok feat. Yezi,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=6wxCAGzMKKs,5902,265932
2017-11-06,Super Junior,Black Suit,Youtube,Boy,Major,https://www.youtube.com/watch?v=MvqB6JsRbsc,1027778,57372231
2017-11-06,SEVENTEEN,Clap,Youtube,Boy,Major,https://www.youtube.com/watch?v=CyzEtbG-sxY,1966329,112519729
2017-11-06,Sonamoo,I (knew it),Youtube,Girl,Major,https://www.youtube.com/watch?v=X9VlCV1ZflQ,64620,3164725
2017-11-06,Mamamoo,I Love Too,Youtube,Girl,Minor,https://www.youtube.com/watch?v=AGjvMOqxeR4,41173,867714
2017-11-05,Jeon Soyeon,Jelly,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=FJ8kJdTYj1o,452654,11865439
2017-11-05,GeeGu,Chemical,Youtube,Girl,Major,https://www.youtube.com/watch?v=uuWCvrIBr3w,0,0
2017-11-05,DAY6,All Alone,Youtube,Boy,Major,https://www.youtube.com/watch?v=Fd-elEnkInw,246382,5007290
2017-11-04,Icia,Sad Heel,Youtube,Girl,Major,https://www.youtube.com/watch?v=EtHTRym7MVg,0,0
2017-11-03,Minah,11°,Youtube,Girl Solo,Minor,https://www.youtube.com/watch?v=zbV08YMyktA,30664,756986
2017-11-02,Hyeongseop X Euiwoong,It Will Be Good,Youtube,Boy,Major,https://www.youtube.com/watch?v=KKFXJYKctR8,74381,1527790
2017-11-01,ASTRO,Crazy Sexy Cool,Youtube,Boy,Major,https://www.youtube.com/watch?v=xeUx0AN2kCA,1226351,33144709
2017-10-31,Juniel,I Drink Alone,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=q0KcsfY_1tc,22140,830270
2017-10-31,LOONA Odd Eye Circle,Sweet Crazy Love,Youtube,Girl,Major,https://www.youtube.com/watch?v=cG7FkoNKBzI,174053,4944020
2017-10-31,Voisper,Save As,Youtube,Boy,Major,https://www.youtube.com/watch?v=-ICUJcSrO9c,427,3990
2017-10-31,The Rose,Like We Used To,Youtube,Boy,Major,https://www.youtube.com/watch?v=K1FQeUXn_sc,0,0
2017-10-30,Twice,Likey,Youtube,Girl,Major,https://www.youtube.com/watch?v=V2hlQkVJZhE,5208558,588398193
2017-10-30,GOT7,Turn Up,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=Mn9W9o7gKGA,452409,11482316
2017-10-30,Super Junior,One More Chance,Youtube,Boy,Minor,https://www.youtube.com/watch?v=-UROg0lsqW0,852548,30233157
2017-10-29,Gavy NJ,You Said You Were Happy,Youtube,Girl,Major,https://www.youtube.com/watch?v=5fuS0iUsrmU,5119,590554
2017-10-28,Playback,Want You To Say,Youtube,Girl,Major,https://www.youtube.com/watch?v=mTjEJS6pjfo,274847,11132538
2017-10-27,Apink,Orion,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=x3GKsWZYWyU,59098,4596367
2017-10-25,IN2IT,Amazing,Youtube,Boy,Major,https://www.youtube.com/watch?v=RwvtpZ2tfT8,91902,1358154
2017-10-24,4Men,Break Up In The Morning,Youtube,Boy,Major,https://www.youtube.com/watch?v=3nqkdt2vvME,58384,20159951
2017-10-23,Epik High,Home Is Far Away,Youtube,Boy,Major,https://www.youtube.com/watch?v=pTD9Jysi3_g,183389,18980667
2017-10-23,Epik High,Love Story,Youtube,Boy,Major,https://www.youtube.com/watch?v=Z3INNjAEqHk,71017,10510196
2017-10-22,Marmello,Can't Stop,Youtube,Girl,Major,https://www.youtube.com/watch?v=a-iPoUI47xs,8008,115427
2017-10-18,A.C.E,Callin',Youtube,Boy,Major,https://www.youtube.com/watch?v=6uuBP8r3NV4,225261,4170438
2017-10-18,JBJ,Fantasy,Youtube,Boy,Major,https://www.youtube.com/watch?v=RGYIpwovVsc,454406,15914245
2017-10-16,Taemin,Move,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=rcEyUNeZqmY,1332492,68748408
2017-10-16,BtoB,Missing You,Youtube,Boy,Major,https://www.youtube.com/watch?v=4bykFvnRzno,299276,15370465
2017-10-16,Highlight,Can Be Better,Youtube,Boy,Major,https://www.youtube.com/watch?v=ZJy8tsVEo9I,212720,6472803
2017-10-15,SEVENTEEN,Pinwheel,Youtube,Boy,Minor,https://www.youtube.com/watch?v=aarBJqitCJE,381161,13746684
2017-10-12,DIA,Good Night,Youtube,Girl,Major,https://www.youtube.com/watch?v=V8wMfIayEnc,38236,1598256
2017-10-12,HA:TFELT,I Wander feat. Gaeko,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=FZbp8UH4ueM,14811,483522
2017-10-12,UP10TION,Going Crazy,Youtube,Boy,Major,https://www.youtube.com/watch?v=l-qQUYcqTJs,79678,2040737
2017-10-12,MASC,Do It,Youtube,Boy,Major,https://www.youtube.com/watch?v=KCU7MwI12rk,0,0
2017-10-12,Varsity,Can You Come Out Now,Youtube,Boy,Major,https://www.youtube.com/watch?v=xzQPIe0HNJ4,0,0
2017-10-12,SF9,O Sole Mio,Youtube,Boy,Major,https://www.youtube.com/watch?v=sUZeYOLp8Ys,785909,30629719
2017-10-12,Rainz,Juliette,Youtube,Boy,Major,https://www.youtube.com/watch?v=odNUd0t4AlA,32021,1251945
2017-10-12,Block B,My Zone,Youtube,Boy,CF,https://www.youtube.com/watch?v=ilpfcI_4L2g,27523,5947649
2017-10-11,Davichi,To Me,Youtube,Girl,Major,https://www.youtube.com/watch?v=7RBP9tAkRxU,14039,1545207
2017-10-11,MASC,Run To You,Youtube,Boy,Minor,https://www.youtube.com/watch?v=pepUknR_Ktk,9724,92143
2017-10-11,Jang Wooyoung,It's The Same,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=S1sHxeWzT5s,31736,579731
2017-10-11,Hi Cutie,Play U,Youtube,Girl,Major,https://www.youtube.com/watch?v=KOP4yYPpjbA,1387,37359
2017-10-10,HashTag,Hue,Youtube,Girl,Major,https://www.youtube.com/watch?v=zN6KI57XBjM,6641,169247
2017-10-10,TRCNG,Spectrum,Youtube,Boy,Major,https://www.youtube.com/watch?v=MVMfBa_NTtI,79834,1420651
2017-10-10,GOT7,You Are,Youtube,Boy,Major,https://www.youtube.com/watch?v=ktc8XDBq93k,1952231,98851666
2017-10-10,NU'EST W,Where You At,Youtube,Boy,Major,https://www.youtube.com/watch?v=5e8-4mBiCSI,410993,13578387
2017-10-08,SEVENTEEN,Lilili Yabbay,Youtube,Boy,Minor,https://www.youtube.com/watch?v=VKuvYk-FsPM,451164,15264845
2017-10-06,Stray Kids,Hellevator,Youtube,Boy,Major,https://www.youtube.com/watch?v=AdfIfFGCqgo,2577626,101728510
2017-10-05,Twice,One More Time,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=HuoOEry-Yc4,1006690,100091207
2017-10-01,SEVENTEEN,Trauma,Youtube,Boy,Minor,https://www.youtube.com/watch?v=4tRsEUB6-bk,581489,20151695
2017-09-30,U-KISS,Fly,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=IUlAvvuWvOQ,17509,547495
2017-09-28,A-seed,It's Crazy,Youtube,Girl,Minor,https://www.youtube.com/watch?v=lqZkAPkkMSQ,700,61594
2017-09-28,DAY6,When You Love Someone,Youtube,Boy,Major,https://www.youtube.com/watch?v=qWQ1xOfUNYQ,398203,11023328
2017-09-28,Bolbbalgan4,Some,Youtube,Girl,Major,https://www.youtube.com/watch?v=hZmoMyFXDoI,2175828,116545671
2017-09-28,Bolbbalgan4,Fix Me,Youtube,Girl,Major,https://www.youtube.com/watch?v=rYoMbEtS5So,90848,9735907
2017-09-28,Bolbbalgan4,Imagine,Youtube,Girl,Major,https://www.youtube.com/watch?v=8JOBpb1O5u0,19324,1161620
2017-09-28,Bolbbalgan4,Blue,Youtube,Girl,Minor,https://www.youtube.com/watch?v=GhtY-h4XcZ8,37453,2227753
2017-09-25,B1A4,Rollin',Youtube,Boy,Major,https://www.youtube.com/watch?v=aYru067971M,198161,6051854
2017-09-25,Lay,I Need U,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=1RO9fi2ey28,360732,4784769
2017-09-24,SEVENTEEN,Change Up,Youtube,Boy,Minor,https://www.youtube.com/watch?v=6iCn6Qpy36k,716632,27925417
2017-09-22,IU,Sleepless Rainy Night,Youtube,Girl Solo,Special,https://www.youtube.com/watch?v=m7mvpe1fVa4,164960,15106667
2017-09-21,SECHSKIES,Smile,Youtube,Boy,Major,https://www.youtube.com/watch?v=eijTpIN6tsA,30801,1023620
2017-09-21,SECHSKIES,Something Special,Youtube,Boy,Major,https://www.youtube.com/watch?v=MEaZkhrHOsE,58789,6970501
2017-09-20,CNBLUE,Starting Over,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=k079kBwoKN8,77732,3290120
2017-09-20,LOONA Odd Eye Circle,Girl Front,Youtube,Girl,Major,https://www.youtube.com/watch?v=tyInv6RWL0Q,305006,13668389
2017-09-20,APRIL,Take My Hand,Youtube,Girl,Major,https://www.youtube.com/watch?v=Zt0eKY3R9kQ,45748,3834487
2017-09-19,Rania,Breathe Heavy,Youtube,Girl,Minor,https://www.youtube.com/watch?v=wouwhG7TlIk,0,0
2017-09-18,BTS,DNA,Youtube,Boy,Major,https://www.youtube.com/watch?v=MBdVXkSdhwU,22496360,1504352453
2017-09-13,GFRIEND,Summer Rain,Youtube,Girl,Major,https://www.youtube.com/watch?v=ZsYwEV_ge4Y,352967,25425644
2017-09-12,D.I.P,A Likely Night,Youtube,Boy,Major,https://www.youtube.com/watch?v=NO9OMol-GmE,36386,391034
2017-09-12,ELRIS,Pow Pow,Youtube,Girl,Major,https://www.youtube.com/watch?v=EZykwRqGzzo,78317,2702930
2017-09-08,VIXX,La La La ~Aiwo Arigatou~,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=x9XxL88D2qM,3888,80097
2017-09-06,Pentagon,Like This,Youtube,Boy,Major,https://www.youtube.com/watch?v=j7VUyTI0UF0,103131,1657893
2017-09-06,MXM,I'm The One,Youtube,Boy,Major,https://www.youtube.com/watch?v=Hm3NfHbc9UU,183182,4340438
2017-09-05,EXO,Power,Youtube,Boy,Major,https://www.youtube.com/watch?v=sGRv8ZBLuW0,2746983,99271686
