date,artist,song_name,video,group_type,release,link,like_count,view_count
2022-10-21,Mamamoo,"1,2,3 Eoi!",https://youtu.be/jpZF2zW38TE,Girl,Minor,https://www.youtube.com/watch?v=jpZF2zW38TE,143498,1565493
2022-10-21,ITZY,Boys Like You,https://youtu.be/6uZy86ePgO0,Girl,English,https://www.youtube.com/watch?v=6uZy86ePgO0,1074480,18656331
2022-10-20,Stray Kids,Chill,Youtube,Boy,Minor,https://www.youtube.com/watch?v=dtV1I9WtQuo,648317,7659405
2022-10-19,WEi,Spray,Youtube,Boy,Major,https://www.youtube.com/watch?v=oZQ-guD9BD8,54419,10681867
2022-10-18,Def.,my abandoned love,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=BJa1N8YuHnY,38663,320851
2022-10-17,Stray Kids,SUPER BOARD,Youtube,Boy,Minor,https://www.youtube.com/watch?v=8ziUcTYwARI,801735,10718122
2022-10-17,N.Flying,I Like You,Youtube,Boy,Major,https://www.youtube.com/watch?v=YDSSk-YaZ0s,36483,805492
2022-10-17,(G)I-DLE,Nxde,Youtube,Girl,Major,https://www.youtube.com/watch?v=fCO7f0SmrDc,2676021,152608332
2022-10-17,Lee Chanhyuk,Panorama,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=Y7C8qIpo7Dg,95958,2377658
2022-10-16,LE SSERAFIM,ANTIFRAGILE,Youtube,Girl,Major,https://www.youtube.com/watch?v=pyf8cbqyfPs,2045627,93127126
2022-08-10,FTISLAND,DOOR,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=wKYCOlLxY8Q,19281,279490
2022-08-10,WEi,Maldives,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=JjH-4XRWZAk,13991,348173
2022-08-09,HUH YUNJIN of LE SSERAFIM,Raise your glass,Youtube,Girl Solo,Minor,https://www.youtube.com/watch?v=7hBf9Fxsg6M,315239,4949695
2022-08-09,Xdinary Heroes,Strawberry Cake,Youtube,Boy,Major,https://www.youtube.com/watch?v=atWpuwRcMoc,364526,4867075
2022-08-09,Kino (Pentagon),Pose,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=NspDERHZ-O4,59856,652340
2022-08-09,TRI.BE,Kiss,Youtube,Girl,Major,https://www.youtube.com/watch?v=5UdoUmvu_n8,239905,26964439
2022-08-08,INI,Password,Youtube,Boy,Major,https://www.youtube.com/watch?v=ZU58-PZnXOM,61230,11259622
2022-08-08,Koyote,Go!,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=1EjjS4n33e8,4309,113764
2022-08-08,Golden Child,Replay,Youtube,Boy,Major,https://www.youtube.com/watch?v=qa9PSlGkY_s,47412,11484580
2022-08-08,The Boyz,Timeless,Youtube,Boy,Minor,https://www.youtube.com/watch?v=P6h63H_MevE,120869,8766972
2022-08-05,Girls' Generation,Forever 1,Youtube,Girl,Major,https://www.youtube.com/watch?v=Qpf26PtBXgo,1957691,53098783
2022-08-05,ENVIDIA,Who am I?,Youtube,Girl,Major,https://www.youtube.com/watch?v=nHyXdn6bFCk,520,12240
2022-08-03,YENA,SMARTPHONE,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=5ncp-_GXBsU,269144,19678175
2022-08-02,Kep1er,Wing Wing,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=eK4i2oN8jCk,505383,18117701
2022-08-02,from20,Chemical,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=9BoUqyrQUiY,2541,208604
2022-08-01,NewJeans,Cookie,Youtube,Girl,Major,https://www.youtube.com/watch?v=VOmIplFAGeg,895955,35778288
2022-07-31,Stray Kids,Time Out,Youtube,Boy,Minor,https://www.youtube.com/watch?v=ukIGxgdbqqI,1043135,10353657
2022-07-29,ATEEZ,Guerilla,Youtube,Boy,Major,https://www.youtube.com/watch?v=2HcVZm_4qAI,812237,30348842
2022-07-29,BLACKPINK,Ready For Love,Youtube,Girl,CF,https://www.youtube.com/watch?v=7WyHtSlvHD4,5099182,114930535
2022-07-28,TO1,Drummin',Youtube,Boy,Major,https://www.youtube.com/watch?v=AE7CbOAc3no,36039,10804117
2022-07-28,Dalsooobin,Hookah,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=tB51u7q1SoU,1138,10494
2022-07-27,Zico,Freak,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=JEXsNICXdrc,180802,10017914
2022-07-27,CSR,Pop? Pop!,Youtube,Girl,Major,https://www.youtube.com/watch?v=6vbwpEc0EeA,59442,2055487
2022-07-27,Nicole,YOU.F.O,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=QV0iSCnV9Tg,12180,197892
2022-07-26,Sunye,Just a Dancer,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=FfxC1EmEob4,29073,532922
2022-07-26,KB (OnlyOneOf),be free,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=WkKU-9VnNRU,127717,2843928
2022-07-26,Hezz,Churup!,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=gctM_wxKgRE,3827,2214681
2022-07-25,YOUNITE,Aviator,Youtube,Boy,Major,https://www.youtube.com/watch?v=wnfX5soijLA,16113,15115590
2022-07-25,Purple Kiss,Nerdy,Youtube,Girl,Major,https://www.youtube.com/watch?v=jM_1dLjqtlo,180138,14189222
2022-07-24,NewJeans,Hurt,Youtube,Girl,Minor,https://www.youtube.com/watch?v=tVIXY14aJms,532306,13521505
2022-07-23,NewJeans,Hype Boy (Minji ver.),Youtube,Girl,Major,https://www.youtube.com/watch?v=Rrf8uQFvICE,348033,12409618
2022-07-23,NewJeans,Hype Boy (Hanni ver.),Youtube,Girl,Major,https://www.youtube.com/watch?v=jM-K-h9gUdM,341374,7608719
2022-07-23,NewJeans,Hype Boy (Hyein ver.),Youtube,Girl,Major,https://www.youtube.com/watch?v=j6r7Px6w2ik,215723,4240292
2022-07-23,NewJeans,Hype Boy (Danielle & Hyerin ver.),Youtube,Girl,Major,https://www.youtube.com/watch?v=9wUKhEgnllc,536821,15647337
2022-07-22,OMEGA X,Stand Up!,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=cWcFresOJ-0,4760,5425368
2022-07-21,NewJeans,Attention,Youtube,Girl,Major,https://www.youtube.com/watch?v=js1CtxSY38I,1359538,37946633
2022-07-20,ENHYPEN,ParadoXXX Invasion,Youtube,Boy,Minor,https://www.youtube.com/watch?v=HOciAVeq_HU,1022858,20425797
2022-07-20,P1Harmony,Doom Du Doom,Youtube,Boy,Major,https://www.youtube.com/watch?v=oOfJHwyCSPA,251559,12299781
2022-07-20,Xdinary Heroes,Test Me,Youtube,Boy,Major,https://www.youtube.com/watch?v=CL6wr7jozs8,478433,4129196
2022-07-20,HyunA,Nabillera,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=2e-Q7GfCGbA,569020,11888065
2022-07-20,GreatGuys,BLIND LOVE,Youtube,Boy,Major,https://www.youtube.com/watch?v=XPfOZMKfCLw,12355,117102
2022-07-19,Kawaguchi Yurina,Look At Me (Korean Ver.),Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=uxsiUc4o4g8,26399,251420
2022-07-19,ILY:1,Que Sera Sera,Youtube,Girl,Major,https://www.youtube.com/watch?v=-QkYQEsgrAQ,39453,3489531
2022-07-19,STAYC,Beautiful Monster,Youtube,Girl,Major,https://www.youtube.com/watch?v=juQvizeZJFM,576783,40479381
2022-07-19,Zico,Seoul Drift,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=o1l3B-MFD6I,153241,3252983
2022-07-18,Hyolyn,No Thanks,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=F7V8KGnVZMs,152184,6743735
2022-07-18,SEVENTEEN,_WORLD,Youtube,Boy,Major,https://www.youtube.com/watch?v=VCDWg0ljbFQ,1155777,61738250
2022-07-15,j-hope,Arson,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=QmpTkkaKYSU,3992863,40600497
2022-07-15,ITZY,Sneakers,Youtube,Girl,Major,https://www.youtube.com/watch?v=Hbb5GPxXF1w,2251616,124633522
2022-07-14,TWICE,Celebrate,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=fMIn43MiwG8,1127383,48667311
2022-07-14,Billlie,Patbingsu,Youtube,Girl,Special,https://www.youtube.com/watch?v=ueJR9ZqUJmg,42570,5246259
2022-07-14,Hi-L,Hi-Way,Youtube,Girl,Major,https://www.youtube.com/watch?v=KzDeFy9PdDE,4201,158675
2022-07-13,SF9,Scream,Youtube,Boy,Major,https://www.youtube.com/watch?v=mvk4SnE2Tmo,104937,4507708
2022-07-13,AB6IX,Savior (Japanese ver.),Youtube,Boy,Japanese,https://www.youtube.com/watch?v=_TZ1VpbwmwI,1298,19647
2022-07-12,Woo Jinyoung,Delicious,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=CGsJ0w3Ds7Y,5382,2218398
2022-07-12,CHOBOM,Copycat,Youtube,Girl,Major,https://www.youtube.com/watch?v=0m0w1wEReOI,143300,17836350
2022-07-12,Super Junior,Mango,Youtube,Boy,Major,https://www.youtube.com/watch?v=I02ULETFESI,357299,17055756
2022-07-12,1CHU,Oasis,Youtube,Girl,Major,https://www.youtube.com/watch?v=d_9z4pJmBJ0,5472,225691
2022-07-11,Busters,Tropical Oasis,Youtube,Girl,Major,https://www.youtube.com/watch?v=k3rx9ZR5wCY,7095,107877
2022-07-11,Chungha,Sparkling,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=lDV5cM9YE4g,294368,24862394
2022-07-11,UiU,Starlit,Youtube,Girl,Major,https://www.youtube.com/watch?v=qtRAzVDyXqk,3329,148361
2022-07-08,aespa,Girls,Youtube,Girl,Major,https://www.youtube.com/watch?v=dYRITmpFbJ4,1921596,114746392
2022-07-07,Jiyoung Kang,Lucid Dream,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=ybzSugAh6nw,2578,53020
2022-07-07,MCND,#MOOD,Youtube,Boy,Major,https://www.youtube.com/watch?v=vSpkfuC4TS0,90375,10677313
2022-07-06,Seventeen,CHEERS (SVT LEADERS),Youtube,Boy,Minor,https://www.youtube.com/watch?v=RnO0HhILXi4,1237598,41723698
2022-07-06,H1-KEY,Run,Youtube,Girl,Major,https://www.youtube.com/watch?v=vmVusTRIDdg,114288,14044388
2022-07-06,VIVIZ,Loveade,Youtube,Girl,Major,https://www.youtube.com/watch?v=7oGRnWulYCI,249647,4081038
2022-07-06,Kang Daniel,Don't Tell (Feat. Jessi),Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=z7H4ZTeVHxk,233232,6053523
2022-07-06,IRRIS,Wanna Know,Youtube,Girl,Major,https://www.youtube.com/watch?v=HfRa3Jfy__Q,66920,13814915
2022-07-05,Onew,Life Goes On,Youtube,Boy Solo,Japanese,https://www.youtube.com/watch?v=1Zm2aHzOI40,50100,832971
2022-07-05,WJSN,Last Sequence,Youtube,Girl,Major,https://www.youtube.com/watch?v=z0YLZmcARRU,162074,10010336
2022-07-05,WINNER,I LOVE U,Youtube,Boy,Major,https://www.youtube.com/watch?v=waMAVn2hHBM,327698,20470636
2022-07-04,Youngtak,MMM,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=bJUOYOEF2v4,20424,2951829
2022-07-04,F.able,Cloud 9,Youtube,Boy,Major,https://www.youtube.com/watch?v=b1n1UKlHNMU,1686,19844
2022-07-04,ENHYPEN,Future Perfect,Youtube,Boy,Major,https://www.youtube.com/watch?v=QMlNLo74mOw,1686173,29968596
2022-07-01,FAVE1,Zombie,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=nMRFbq765rM,1009,14233
2022-07-01,Mark Tuan,imysm,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=mV9nF-BhsFQ,134420,3132657
2022-07-01,j-hope,More,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=pKdBFeewZYE,5948747,62197365
2022-06-30,iKON,BUT YOU -JP Ver.-,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=xrCyxZkATKk,31322,427310
2022-06-30,Weeekly,Top Secret,Youtube,Girl,Minor,https://www.youtube.com/watch?v=zBCK8Z4a0Js,7188,101040
2022-06-30,Heize,Undo,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=N50tNOnlRKk,50167,1687816
2022-06-29,iKON,Dive -JP Ver.,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=7n22H3GNgcU,13699,223309
2022-06-29,iKON,Why Why Why -JP Ver.-,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=FACNh5Ig01s,18662,239332
2022-06-29,Super Junior,Don't Wait,Youtube,Boy,Major,https://www.youtube.com/watch?v=nMNKwGToICQ,312242,5301862
2022-06-29,XG,Mascara,Youtube,Girl,Major,https://www.youtube.com/watch?v=aVatpxBTfZs,603647,37327188
2022-06-29,Sunmi,Heart Burn,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=vJvX9L6FCWI,503512,53401360
2022-06-28,MONSTA X,Whispers in the Dark,Youtube,Boy,English,https://www.youtube.com/watch?v=QN0imS_Mfc8,102138,1244811
2022-06-28,Rocket Punch,Fiore,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=dTX-6WdiXx8,11699,529827
2022-06-28,Oh My Girl X IVE X Cravity,BLUE & BLACK,Youtube,Co-ed,CF,https://www.youtube.com/watch?v=ur6IoC1B3-M,74619,1667507
2022-06-27,HUTA,BOOM,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=tbXhpFa9z5Y,227926,12971247
2022-06-27,Yoojung (OnlyOneOf),begin,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=MBx_9nygxaQ,131208,3097522
2022-06-27,fromis_9,Stay This Way,Youtube,Girl,Major,https://www.youtube.com/watch?v=JC6budcACNE,266941,20848064
2022-06-24,Boa Kim,unicorn,Youtube,Girl Solo,Minor,https://www.youtube.com/watch?v=4UJUY9pXnPg,711,9021
2022-06-24,aespa,Life's Too Short (English Ver.),Youtube,Girl,English,https://www.youtube.com/watch?v=z2ZjutyxmjA,1054005,52425760
2022-06-24,Nayeon,Pop!,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=f6YDKF0LVWw,3841755,162822934
2022-06-23,Sorn,Save me,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=nrMIM0RiVWQ,14071,641725
2022-06-22,Kang Daniel,How We Live (Feat. sokodomo),Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=X-XHUVTeSwY,29981,3100061
2022-06-22,KARD,Ring the Alarm,Youtube,Co-ed,Major,https://www.youtube.com/watch?v=sMG9t39BwUU,659582,35433123
2022-06-21,CLASS:y,SHUT DOWN -JP Ver.-,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=dYkDx6HQpTI,16924,399804
2022-06-21,TAN,LOUDER,Youtube,Boy,Major,https://www.youtube.com/watch?v=pY2FC_HDn40,28562,4818374
2022-06-21,Youngjae,SUGAR,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=D-wRk-L_0AQ,132808,2902564
2022-06-20,Lapillus,Hit Ya!,Youtube,Girl,Major,https://www.youtube.com/watch?v=gkJngWuPPQg,401251,11410658
2022-06-20,LOONA,Flip That,Youtube,Girl,Major,https://www.youtube.com/watch?v=SPYX2y4NzTU,395615,38176809
2022-06-20,"Kang Daniel, An Yujin",Move Like This feat. Yuna Kim,Youtube,Co-Ed,CF,https://www.youtube.com/watch?v=EkiMQaWc5ZI,34067,462168
2022-06-20,Kep1er,Up!,Youtube,Girl,Major,https://www.youtube.com/watch?v=hr-325mclek,986291,41458382
2022-06-20,Girl's World,Rapunzel,Youtube,Girl,Major,https://www.youtube.com/watch?v=Hq4TvI9X6Cw,4742,51663
2022-06-20,Superkind,Watch Out,Youtube,Boy,Major,https://www.youtube.com/watch?v=FkGXSXvwh0g,133386,1211745
2022-06-19,Kawaguchi Yurina,Cherish,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=5skOlvyFoE4,63343,791879
2022-06-16,SAAY,Summer In Love ft. Colde,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=q1f87sMNTU0,4381,368025
2022-06-16,Dawn,Stupid Cool,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=QQ2rlPLMHy4,371976,4071122
2022-06-16,S.E.S,Just In Love (Remastered),Youtube,Girl,Special,https://www.youtube.com/watch?v=9FYaubqsB2Y,11968,196784
2022-06-15,PIXY,Villain,Youtube,Girl,Major,https://www.youtube.com/watch?v=id6q2EP2UqE,115125,2252541
2022-06-15,BDC,Blue Sky,Youtube,Boy,Major,https://www.youtube.com/watch?v=9yBkCXnnUAM,13698,1428505
2022-06-15,Drippin,Zero,Youtube,Boy,Major,https://www.youtube.com/watch?v=8tGu1GJEMZk,49695,10678617
2022-06-15,OMEGA X,Play Dumb,Youtube,Boy,Major,https://www.youtube.com/watch?v=OWUqHrTYWIg,48514,18006081
2022-06-14,Seo In Guk,MY LOVE(feat. RAVI),Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=OWLLifIw7m8,39149,708312
2022-06-13,Wonho,Crazy,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=chjvw8YoO50,200621,8821148
2022-06-13,Fainit,Killer,Youtube,Girl,Major,https://www.youtube.com/watch?v=EEWR2kZ4kCo,6887,142247
2022-06-13,bugAboo,Pop,Youtube,Girl,Major,https://www.youtube.com/watch?v=hpe00DHN3r4,53794,13515059
2022-06-10,BTS,Yet To Come (The Most Beautiful Moment),Youtube,Boy,Major,https://www.youtube.com/watch?v=kXpOEzNZ8hQ,10647053,172325443
2022-06-10,Stray Kids,Circus,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=jW-bkbSWb4A,1939700,58608765
2022-06-09,woo!ah!,Danger,Youtube,Girl,Major,https://www.youtube.com/watch?v=_X9720wjipE,99669,10715092
2022-06-08,CLASS:y,SAME SAME DIFFERENT -JP Ver.-,Youtube,Girl,Japanese,https://www.youtube.com/watch?v=VScJiWjEELI,27851,413072
2022-06-08,Kang Daniel,Parade,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=SZJR37OtmR4,71677,8341165
2022-06-08,TRENDZ,Who,Youtube,Boy,Major,https://www.youtube.com/watch?v=jYrWNwX6CVA,30903,5101098
2022-06-08,SECRET NUMBER,Doomchita,Youtube,Girl,Major,https://www.youtube.com/watch?v=sv3fw1Bp0UY,584302,17242405
2022-06-07,Verivery,Undercover (Japanese ver.),Youtube,Boy,Japanese,https://www.youtube.com/watch?v=XfYsh2nEaRQ,6887,71163
2022-06-04,Rolling Quartz,Holler,Youtube,Girl,Major,https://www.youtube.com/watch?v=YmOrSdAzRfE,10150,117251
2022-06-02,CLASS:y,CLASSY,Youtube,Girl,Minor,https://www.youtube.com/watch?v=MTs7GNrs5_o,143985,2930103
2022-06-02,Jo Yuri,Love Shhh!,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=w2P9NT8P8qA,166249,13674906
2022-06-01,ADORA,Trouble? TRAVEL!,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=YcczNgghdwc,46928,1369535
2022-05-31,DIAWINGS,Flow,Youtube,Girl,Major,https://www.youtube.com/watch?v=QT1yTjt9L8w,976,13772
2022-05-31,Stray Kids,Your Eyes,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=A8CmtzdnjG8,637592,7539262
2022-05-31,VICTON,Stupid O'clock,Youtube,Boy,Major,https://www.youtube.com/watch?v=OqVgOyrJsng,136910,17569453
2022-05-30,NCT DREAM,Beatbox,Youtube,Boy,Major,https://www.youtube.com/watch?v=bagFQCTHXy8,1874120,74083144
2022-05-30,Xindy,Mermaid,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=QBgwdK_150o,2960,28254
2022-05-29,Forestella,Save Our Lives,Youtube,Boy,Major,https://www.youtube.com/watch?v=97JPv9ni1vw,31439,1377800
2022-05-27,Seventeen,Hot,Youtube,Boy,Major,https://www.youtube.com/watch?v=gRnuFC4Ualw,1912502,97963891
2022-05-26,Shinhwa,Yo! (Remastered),Youtube,Boy,Special,https://www.youtube.com/watch?v=43C_CB_xi2c,6375,103899
2022-05-25,BVNDIT,Venom,Youtube,Girl,Major,https://www.youtube.com/watch?v=7wNEXWnXAd0,112686,1852529
2022-05-24,Yerin Baek,Pisces,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=DNf6mIZz6Zo,24136,1072124
2022-05-24,Onew,Kira Kira,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=KMnWPPVrGWc,43055,842695
2022-05-24,BLANK2Y,Thumbs Up,Youtube,Boy,Major,https://www.youtube.com/watch?v=8GFYYV3gjbY,57275,13316581
2022-05-24,Kang Daniel,Upside Down,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=7ttdmB00qHk,238155,23135083
2022-05-24,LIGHTSUM,ALIVE,Youtube,Girl,Major,https://www.youtube.com/watch?v=0SqwzA0FVTU,102173,21971256
2022-05-23,GOT7,NANANA,Youtube,Boy,Major,https://www.youtube.com/watch?v=IZ0oQ6nzKxo,1556935,42215058
2022-05-23,LUNARSOLAR,Do you wanna get down,Youtube,Girl,Special,https://www.youtube.com/watch?v=Opllj5D9hWw,39354,237001
2022-05-23,BoA,The Greatest,Youtube,Girl Solo,Japanese,https://www.youtube.com/watch?v=GxaWj8eoRmw,134924,2242268
2022-05-21,LUMINOUS,Wish You Were Here,Youtube,Boy,Major,https://www.youtube.com/watch?v=jXRDh3IHmq8,8327,3771446
2022-05-20,Onewe,Roommate,Youtube,Boy,Special,https://www.youtube.com/watch?v=MP6omPVahaY,28915,290639
2022-05-19,The Boyz,She's The Boss,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=rJM6rvz6Ke4,195797,9293452
2022-05-19,H.O.T,Full Of Happiness (Remastered),Youtube,Boy,Special,https://www.youtube.com/watch?v=h1y1PjPVcCg,14540,231236
2022-05-18,AB6IX,Savior,Youtube,Boy,Major,https://www.youtube.com/watch?v=AWg20guw4pk,52836,12436573
2022-05-18,Yerin,Aria,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=G5OqTSbf62w,51762,344442
2022-05-17,OnlyOneOf,suit dance (Japanese ver.),Youtube,Boy,Japanese,https://www.youtube.com/watch?v=Oj3NXemOayU,1445,24875
2022-05-17,ATEEZ,ROCKY (Boxers Ver.),Youtube,Boy,Japanese,https://www.youtube.com/watch?v=-1HI2yiZ8Lg,276926,5234593
2022-05-17,TNX,Move,Youtube,Boy,Major,https://www.youtube.com/watch?v=4C7xGubTL90,491447,16041687
2022-05-17,Oneus,Bring It On,Youtube,Boy,Major,https://www.youtube.com/watch?v=fmgHsn4IZi4,188302,26228980
2022-05-16,Davichi,Fanfare,Youtube,Girl,Major,https://www.youtube.com/watch?v=BtPHw6YLMN0,19988,2743609
2022-05-16,ASTRO,Candy Sugar Pop,Youtube,Boy,Major,https://www.youtube.com/watch?v=5huBq36OLDs,431706,40071434
2022-05-16,HYO,Deep,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=4DTkTJPtDZI,376860,7575871
2022-05-16,BEBE YANA,Space Mulan,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=fXgmejO7vYM,4846,54636
2022-05-13,Woosung,Phase Me,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=5Uj6RrJUAcA,208438,4892794
2022-05-13,CL,Chuck,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=o0AkME8JD14,169177,11304637
2022-05-12,B.I,BTBT (Feat. DeVita),Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=ygJgQAYZVi0,783186,15643067
2022-05-12,Yezi,Acacia,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=YoKv8rw76nY,36803,1281374
2022-05-11,Jeong Sewoon,Roller Coaster,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=aEf0LabDe-Q,14111,5124375
2022-05-11,Ciipher,Fame,Youtube,Boy,Major,https://www.youtube.com/watch?v=xgN8W-UME74,42309,11404116
2022-05-10,Golden Child,RATA-TAT-TAT,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=MA9LUNZg9jU,22149,337392
2022-05-09,Onewe,Montage_,Youtube,Boy,Minor,https://www.youtube.com/watch?v=7ZEV7Rxl67g,48058,660486
2022-05-09,TXT,Good Boy Gone Bad,Youtube,Boy,Major,https://www.youtube.com/watch?v=Os_6c5j6YiQ,2877554,62878532
2022-05-05,CLASS:y,Shut Down,Youtube,Girl,Major,https://www.youtube.com/watch?v=LWRwlPQNZnk,290023,5334298
2022-05-04,WOODZ,I Hate You,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=VCHk9zoFIr8,165144,14738172
2022-05-04,ALICE,Power of Love,Youtube,Girl,Major,https://www.youtube.com/watch?v=VBk9MF7Iid4,18206,400064
2022-05-03,iKON,But You,Youtube,Boy,Major,https://www.youtube.com/watch?v=r5n1GCY-nYQ,659066,19223979
2022-05-03,PSY,Celeb,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=vg6Iq_Es3Wk,759958,21535189
2022-05-03,Ryeowook,Hiding Words,Youtube,Boy Solo,Minor,https://www.youtube.com/watch?v=KIrh6jRFQh4,39371,661780
2022-05-02,ENHYPEN,Tamed-Dashed [Japanese Ver.],Youtube,Boy,Japanese,https://www.youtube.com/watch?v=qVdc7AvM4xQ,583709,5288133
2022-05-02,LE SSERAFIM,FEARLESS,Youtube,Girl,Major,https://www.youtube.com/watch?v=4vbDFu0PUew,2175007,134174982
2022-04-29,PSY,That That (prod. & feat. SUGA),Youtube,Boy,Major,https://www.youtube.com/watch?v=8dJyRm2jJ-U,9606594,388020090
2022-04-28,RoaD-B,Nonstop,Youtube,Boy,Major,https://www.youtube.com/watch?v=okGJGIqFL-E,1788,26352
2022-04-28,DKB,Sober,Youtube,Boy,Major,https://www.youtube.com/watch?v=dFJqtgZwQzo,41761,17798139
2022-04-28,Minseo,#Self_trip,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=w3i8H6UK9vI,3277,2229620
2022-04-28,Moonbyul,C.I.T.T (Cheese in the Trap),Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=xf3OzncHmfE,185866,8923594
2022-04-27,Busters,Futt,Youtube,Girl,Major,https://www.youtube.com/watch?v=-CPYn-DsJRQ,701,145497
2022-04-27,Soyou,Business feat. BE'O,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=SBcM8tCaH18,9674,107391
2022-04-27,Yoon Jisung,Bloom,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=7Zof8Yk9_Io,7903,1484444
2022-04-27,E'Last,Creature,Youtube,Boy,Major,https://www.youtube.com/watch?v=o4ZN66xg_EA,0,0
2022-04-27,Miyeon,Drive,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=35lirBqwgTs,413998,16266261
2022-04-27,ICHILLIN',Play Hide & Seek,Youtube,Girl,Major,https://www.youtube.com/watch?v=1Lxp_x0j40c,12839,1115695
2022-04-26,Lee Sujeong,Walking Through The Moon,Youtube,Girl Solo,Major,https://www.youtube.com/watch?v=bn8hChtePD4,14192,952049
2022-04-26,MONSTA X,Love,Youtube,Boy,Major,https://www.youtube.com/watch?v=vaKVbKPQOqY,388298,30485843
2022-04-25,Verivery,Undercover,Youtube,Boy,Major,https://www.youtube.com/watch?v=UNUCV_UomZo,62812,13114538
2022-04-22,Ryeowook,Bluebird,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=fDIi1XFUWMs,46186,543496
2022-04-22,Kim Sunggyu,Savior,Youtube,Boy Solo,Major,https://www.youtube.com/watch?v=8cbbipzif5w,0,0
2022-04-21,Drippin,So Good,Youtube,Boy,Japanese,https://www.youtube.com/watch?v=NHOnIrA-kUY,16124,326934
