name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
dream come true,dream come true,Rockit Girl,2020-09-19,211058,7,0.468,0.00108,0.73,0,0.168,-4.453,0.0616,169.966,4
I LOVE YOU,THE FIRST STEP : TREASURE EFFECT,TREASURE,2021-01-11,181618,62,0.727,0.0107,0.687,0,0.16,-6.57,0.0695,130.018,4
RIDE,KNK AIRLINE,KNK,2020-09-17,213533,34,0.68,0.0193,0.875,0,0.0867,-2.845,0.111,124.891,4
Feel Good (SECRET CODE),My Little Society,fromis_9,2020-09-16,224586,53,0.658,0.0437,0.915,0,0.291,-3.736,0.0967,125.0,4
MISS YOU,Phase Two : WE,B Of You (B.O.Y),2020-09-15,214933,21,0.509,0.397,0.872,0,0.15,-2.799,0.0858,110.004,4
MADE FOR TWO,MADE FOR TWO,VAV,2020-09-15,213232,35,0.652,0.132,0.721,0,0.112,-4.831,0.0592,115.966,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Back Door,IN LIFE,Stray Kids,2020-09-14,189286,73,0.82,0.157,0.842,0,0.112,-3.853,0.272,107.952,4
OXYGEN,OXYGEN,SNUPER,2020-09-23,218240,7,0.742,0.0567,0.86,0,0.105,-3.211,0.0607,125.045,4
Posted Up on Polk - #ScrewedNChopped,Comin Thru,Clean Jai,2022-08-14,41550,5,0.868,0.576,0.314,0.751,0.138,-10.764,0.331,121.441,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WANNA BE MYSELF,WANNA BE MYSELF,MAMAMOO,2020-09-10,206240,50,0.713,0.0747,0.867,8.25e-06,0.127,-3.523,0.079,124.058,4
La Luna,La Luna,HA:TFELT,2020-09-10,206386,36,0.732,0.114,0.842,3.32e-06,0.281,-3.695,0.0518,92.986,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Criminal,Never Gonna Dance Again : Act 1 - The 3rd Album,TAEMIN,2020-09-07,211400,62,0.65,0.0287,0.867,0.000166,0.0488,-3.332,0.0686,115.918,4
Bird,Bird,Kim NamJoo,2020-09-07,184706,33,0.727,0.0243,0.721,0,0.302,-2.796,0.0552,92.506,4
Open Mind,Love Synonym #1: Right for Me,WONHO,2020-09-04,190480,52,0.652,0.159,0.685,0,0.0973,-6.029,0.104,110.043,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Numbers (feat. CHANGMO),Numbers (feat. CHANGMO),JAMIE,2020-09-03,176400,42,0.844,0.0763,0.809,3.78e-06,0.122,-3.028,0.109,88.561,4
OH YA YA YA,SOLAR : flare,LUNARSOLAR,2020-09-02,180280,35,0.729,0.177,0.933,0,0.255,-0.952,0.0645,115.968,4
HELICOPTER,HELICOPTER,CLC,2020-09-02,225720,60,0.666,0.0323,0.908,0,0.383,-2.819,0.056,155.048,4
Obliviate,Lovelyz 7th Mini Album [Unforgettable],Lovelyz,2020-09-01,202106,42,0.68,0.287,0.904,0,0.103,-2.056,0.117,117.995,4
Tiger Inside,Super One -The 1st Album,SuperM,2020-09-25,209186,58,0.554,0.303,0.932,0,0.11,-1.343,0.266,170.21,4
Goblin (Favorite Boys),HJZM : The Butterfly Phantasy,A.C.E,2020-09-02,215363,47,0.351,0.0162,0.881,0,0.43,-3.66,0.265,202.248,4
Where the sea sleeps,The Book of Us : Gluon - Nothing Can Tear Us Apart,DAY6 (Even of Day),2020-08-31,257752,53,0.611,0.328,0.576,0,0.17,-3.778,0.0295,150.03,3
Beautiful Scar (feat. PARK WOO JIN),Beautiful Scar,Lee Eun Sang,2020-09-01,236684,32,0.725,0.0535,0.754,0,0.186,-4.624,0.0387,94.965,4
Initial S,Initial S,Sori,2020-08-31,183040,31,0.614,0.0182,0.911,0,0.235,-2.641,0.109,164.107,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hey There,Seven O'clock 5th Project Album [HIGHWAY],Seven O'Clock,2020-08-22,204706,22,0.654,0.231,0.88,0,0.121,-2.49,0.046,105.977,4
Ice Cream (with Selena Gomez),THE ALBUM,BLACKPINK,2020-10-02,177813,68,0.79,0.0317,0.701,8.06e-05,0.0311,-4.81,0.365,159.972,4
SHADOW,Burgundy TAPE,M.O.N.T,2020-08-28,199070,21,0.522,0.418,0.937,0,0.188,-2.98,0.442,178.083,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flamingo,Flamingo,BOTOPASS,2020-08-26,189066,27,0.536,0.346,0.832,2.99e-06,0.203,-1.311,0.331,185.918,4
GUNSHOT,KARD 1st Single ‘Way With Words’,KARD,2020-08-26,181480,59,0.582,0.00253,0.77,0,0.198,-3.52,0.0406,135.008,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24H,24H,SEVENTEEN,2020-08-24,188986,59,0.752,0.0362,0.78,0,0.196,-4.475,0.063,122.088,4
Flame,HIDEOUT: THE NEW DAY WE STEP INTO - SEASON 2.,CRAVITY,2020-08-24,194333,41,0.7,0.282,0.745,0,0.131,-3.023,0.147,81.59,4
BAD (Feat. KIMMUSEUM),BAD,Jenyer,2020-08-24,220146,34,0.72,0.309,0.812,1.39e-06,0.171,-2.453,0.156,115.021,4
THANXX,ZERO : FEVER Part.1,ATEEZ,2020-07-29,181146,62,0.604,0.0395,0.961,0,0.242,-1.692,0.165,164.847,4
BBIBBO BBIBBO,BBIBBO BBIBBO,Byulzzi,2020-08-23,184046,5,0.597,0.251,0.988,0,0.308,-1.669,0.121,135.97,4
Dynamite,BE,BTS,2020-11-20,199053,85,0.746,0.0112,0.765,0,0.0936,-4.41,0.0993,114.044,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nanana,EARTH AGE,MCND,2020-08-20,192213,39,0.729,0.0206,0.881,0,0.269,-2.132,0.0602,104.992,4
B.L.E.S.S.E.D KR Ver.,B.L.E.S.S.E.D,EXID,2020-09-02,195001,10,0.599,0.348,0.796,0,0.0286,-3.695,0.16,173.926,4
Borderline,1/6,SUNMI,2021-08-06,174346,41,0.519,0.217,0.712,0.00653,0.197,-6.322,0.0355,112.94,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SAY MY NAME,SAY MY NAME,HYOLYN,2020-08-19,205453,45,0.544,0.0456,0.718,0,0.0855,-3.79,0.0421,144.95,4
Oh my god - Japanese ver.,Oh my god (Japanese ver.),(G)I-DLE,2020-08-19,195880,31,0.785,0.0361,0.776,8.9e-06,0.262,-3.511,0.0431,109.979,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nonstop Japanese ver.,Nonstop Japanese ver.,OH MY GIRL,2020-06-29,202532,33,0.745,0.16,0.908,0,0.343,-2.731,0.0396,124.018,4
Movie (feat. Dvwn),MAGENTA,KANGDANIEL,2020-08-03,179186,38,0.706,0.201,0.809,0,0.154,-2.783,0.089,150.041,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BOCA,[Dystopia : Lose Myself],Dreamcatcher,2020-08-17,189546,64,0.683,0.00632,0.947,7.34e-05,0.123,-1.717,0.064,100.024,4
Not Shy,Not Shy,ITZY,2020-08-17,177728,70,0.776,0.155,0.911,2.59e-06,0.268,-3.08,0.131,101.027,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Numb,NUNA,Jessi,2020-07-30,209310,47,0.734,0.000342,0.721,3.37e-05,0.106,-3.718,0.0443,118.024,4
Baragi,Baragi,Hyunjun Hur,2020-08-19,181333,35,0.582,0.0651,0.663,0,0.0845,-4.718,0.0404,89.846,4
We Ride,We Ride,Brave Girls,2020-08-14,189933,51,0.602,0.182,0.947,1.47e-05,0.132,-1.613,0.0615,110.055,4
100,100,SuperM,2020-08-14,206720,45,0.692,0.0277,0.859,0,0.363,-2.529,0.0461,114.993,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OCEAN VIEW (Feat.CHANYEOL),OCEAN VIEW,Rothy,2020-08-13,187200,46,0.637,0.5,0.64,0,0.299,-5.714,0.323,95.445,4
When We Disco (Duet with SUNMI),When We Disco,J.Y. Park,2020-08-12,224387,50,0.678,0.00283,0.912,0,0.319,-3.45,0.0293,131.947,4
Sukhumvit Swimming,SPIN OFF,ONF,2020-08-10,184306,41,0.592,0.0969,0.781,0,0.144,-3.434,0.0442,149.996,4
Sacrifice,Fame,Han Seungwoo,2020-08-10,194768,45,0.697,0.143,0.785,0,0.259,-5.398,0.0673,149.901,4
9LIVES,SAY MY NAME,HYOLYN,2020-08-19,203400,37,0.473,0.0124,0.758,0,0.23,-3.279,0.0579,171.746,4
BOY,THE FIRST STEP : TREASURE EFFECT,TREASURE,2021-01-11,196666,61,0.753,0.0522,0.76,0,0.379,-6.666,0.0482,110.01,4
W.A.Y (Where Are You),W.A.Y (雨 - WhereAreYou),ENOi,2020-08-06,207826,20,0.655,0.0457,0.946,0,0.278,-1.61,0.277,122.986,4
Aloha Oe,Aloha Oe,Cherry Bullet,2020-08-06,181266,35,0.758,0.153,0.931,9.43e-05,0.0831,-0.867,0.045,123.966,4
Count,Good Bye 1THE9,1THE9,2020-08-05,185893,21,0.599,0.123,0.899,0,0.285,-1.491,0.0416,92.004,4
2 KIDS,2 KIDS,TAEMIN,2020-08-04,213186,43,0.613,0.159,0.698,0,0.0873,-5.437,0.0671,103.877,4
雨 (For flower bud),W.A.Y (雨 - WhereAreYou),ENOi,2020-08-06,65053,9,0.682,0.0682,0.83,0.166,0.148,-5.577,0.0446,128.065,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUICY,BLUE PUNCH,Rocket Punch,2020-08-04,199382,36,0.779,0.152,0.935,0.00262,0.0516,-1.334,0.126,171.996,4
BLESSED,BLESSED,Miso,2020-08-04,190906,23,0.741,0.0437,0.917,5.46e-06,0.258,-1.829,0.0641,112.955,4
Burning Power,Burning Power,Maka`Maka,2020-08-04,210986,21,0.737,0.143,0.842,0,0.226,-2.794,0.0425,126.056,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DUMDi DUMDi,DUMDi DUMDi,(G)I-DLE,2020-08-03,210640,60,0.759,0.025,0.914,4.45e-06,0.076,-1.072,0.0592,123.047,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dream,dream,Kim Jeong_uk,2020-08-03,170225,8,0.677,0.318,0.7,0.0167,0.105,-5.379,0.263,87.874,4
FLOWER,HONG EUNKI 3rd SINGLE ALBUM [FLOWER],HONG EUNKI,2020-08-02,202610,12,0.721,0.255,0.804,0,0.0806,-4.383,0.0574,123.934,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Paradise,The Other Side,Eric Nam,2020-07-30,206840,51,0.8,0.00872,0.795,0.000255,0.225,-2.772,0.159,114.911,4
NUNU NANA,NUNA,Jessi,2020-07-30,195836,67,0.743,0.0198,0.689,0,0.708,-2.846,0.0289,104.936,4
BOOM BANG,AQUATAPE,M.O.N.T,2020-07-31,191020,13,0.707,0.181,0.942,0,0.151,-1.744,0.163,179.966,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ONE WAY,ONE WAY,BLASTAR,2020-07-31,198800,16,0.802,0.0632,0.696,0,0.0684,-4.026,0.0864,106.016,4
INCEPTION,ZERO : FEVER Part.1,ATEEZ,2020-07-29,210813,64,0.607,0.108,0.886,0,0.31,-3.77,0.0847,149.941,4
Now or Never,APRIL Summer Special Album ‘Hello Summer’,APRIL,2020-07-29,211960,36,0.648,0.0346,0.959,0,0.0547,-1.963,0.1,119.031,4
PARADISE (feat. Ha Sungwoon),PARADISE,RAVI,2020-07-28,211000,31,0.724,0.343,0.935,0,0.196,-1.064,0.0699,102.025,4
GOTTA GO,GOTTA GO,SOYOU,2020-07-28,206986,38,0.832,0.101,0.802,6.51e-06,0.102,-3.625,0.0905,113.003,4
COME BACK HOME,LIVED,ONEUS,2020-08-19,228720,48,0.668,0.0838,0.905,0,0.317,-2.827,0.0724,119.986,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Waves (feat. Simon Dominic & Jamie),Waves (feat. Simon Dominic & Jamie),KANGDANIEL,2020-07-27,164920,50,0.832,0.0854,0.829,1.64e-05,0.105,-3.461,0.0821,107.012,4
MIL (Make it love),Dream,Song Ji Eun,2020-07-26,201093,18,0.707,0.345,0.888,3.88e-05,0.0464,-2.841,0.0864,104.992,4
Beach Again,Beach Again,SSAK3,2020-07-18,233853,43,0.563,0.0463,0.951,0,0.341,-1.693,0.123,131.958,4
Time Turner,EverGreen,THE MAN BLK,2020-07-24,197520,13,0.281,0.0547,0.916,0,0.169,-1.43,0.112,169.989,4
STARLIGHT,STARLIGHT,N.Flying,2020-07-24,204480,41,0.538,0.208,0.883,0,0.317,-2.252,0.277,193.828,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HOLO,HOLO,LeeHi,2020-07-23,178520,61,0.406,0.768,0.474,0,0.106,-6.349,0.0295,179.914,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
What You Waiting For,XOXO,JEON SOMI,2021-10-29,175375,55,0.782,0.014,0.659,0,0.217,-5.716,0.0629,121.935,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SOUL LADY,SOUL LADY,YUKIKA,2020-07-21,215693,47,0.662,0.0228,0.951,8.49e-06,0.301,-2.366,0.0538,120.063,4
Naughty,Naughty,Red Velvet - IRENE & SEULGI,2020-07-20,198520,61,0.693,0.055,0.759,1.36e-06,0.116,-2.9,0.208,112.983,4
Walk With Me,Walk With Me,Y&W,2020-07-18,204480,2,0.623,0.637,0.809,0,0.104,-6.001,0.139,102.097,4
B.L.E.S.S.E.D,B.L.E.S.S.E.D,EXID,2020-09-02,194973,25,0.598,0.324,0.759,0,0.028,-3.795,0.225,173.947,4
Realize,Let Me Rise Again,MustB,2020-07-17,205714,18,0.697,0.0379,0.763,0,0.0749,-4.846,0.161,170.076,4
VILLAIN,DECOHERENCE,AleXa,2020-10-21,185813,36,0.665,0.0918,0.801,0,0.435,-2.647,0.12,139.745,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bad Guy,Turn Over,1THE9,2020-07-16,214946,34,0.601,0.0297,0.967,0,0.26,-1.56,0.16,106.025,4
AWay,Simple,JEONG EUN JI,2020-07-15,200386,36,0.595,0.0171,0.933,3.04e-06,0.0488,-2.059,0.0475,103.919,4
"Count 1, 2",Running TOOgether,TOO,2020-07-15,220320,34,0.729,0.0853,0.858,0,0.124,-3.01,0.0756,119.932,4
Say yes,24 PART 1,JEONG SEWOON,2020-07-14,179533,26,0.768,0.0774,0.891,0,0.167,-1.258,0.0555,111.023,4
OHIO,OHIO,Crush,2020-07-14,194520,41,0.791,0.414,0.871,5.6e-06,0.0742,-3.536,0.152,94.941,4
Shadow Play,Shadow Play,PinkFantasy,2020-07-14,200226,34,0.773,0.222,0.889,0,0.0922,-2.38,0.141,94.986,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Apple,回:Song of the Sirens,GFRIEND,2020-07-13,207251,52,0.641,0.0156,0.932,0,0.117,-4.877,0.156,119.965,4
Chuckle,Welcome To My Jungle,XRO,2020-07-16,218360,4,0.844,0.261,0.898,0.000337,0.128,-2.97,0.102,139.98,4
무자비 No Mercy,무자비 No Mercy,CSVC,2020-07-14,193841,16,0.7,0.297,0.829,0,0.331,-3.272,0.0737,107.979,4
X-Girlfriend,X-Girlfriend,Gavy NJ,2020-07-12,227546,20,0.439,0.28,0.643,0,0.103,-4.694,0.0357,131.513,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Winner,Winner,Pierce,2020-07-10,183396,2,0.693,0.025,0.897,0.000287,0.0796,-2.865,0.0743,158.99,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rains again,Rains again,Solji,2020-07-09,223826,27,0.624,0.297,0.481,0,0.392,-5.067,0.0591,128.127,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Run,We're Not Alone_Chapter2:You&Me,GreatGuys,2020-07-08,189986,22,0.717,0.193,0.888,0,0.0604,-2.875,0.232,125.908,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y.O.U,The 1st DONGKIZ Project - DONGKIZ I:KAN 1st single album [Y.O.U],DONGKIZ I:KAN,2020-07-07,193213,30,0.676,0.0641,0.944,0,0.247,-3.027,0.115,110.025,4
Monster,Monster - The 1st Mini Album,Red Velvet - IRENE & SEULGI,2020-07-06,178413,67,0.631,0.212,0.748,0,0.537,-2.569,0.0488,115.665,4
shine - Instrumental,shine,F.CUZ,2020-07-06,190653,0,0.631,0.357,0.368,0.778,0.121,-9.924,0.0325,139.99,4
Cartoon,RANDOM BOX,ZICO,2020-07-01,190826,37,0.887,0.153,0.652,0,0.0578,-4.828,0.0641,125.054,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Summer Breeze,9loryUS,SF9,2020-07-06,211506,49,0.643,0.000594,0.901,0,0.224,-1.85,0.0362,125.029,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
In Summer,In Summer,GreatGuys,2020-06-26,229920,33,0.793,0.0416,0.928,0,0.0718,-2.573,0.073,106.025,4
Summer Hate (Feat. Rain),RANDOM BOX,ZICO,2020-07-01,184626,48,0.792,0.0251,0.74,0,0.064,-3.818,0.0941,136.983,4
Thunder,FACE YOU,VERIVERY,2020-07-01,178546,37,0.576,0.0352,0.879,0,0.362,-1.806,0.157,161.918,4
Bedlam,Splash!,LEE JIN HYUK,2020-06-30,191173,23,0.756,0.115,0.942,0,0.0728,-2.369,0.244,149.903,4
THE ANSWER,VIVID,AB6IX,2020-06-29,190832,40,0.78,0.121,0.75,0,0.0736,-4.428,0.0712,143.072,4
Tag Me (@Me),We are,Weeekly,2020-06-30,220653,48,0.669,0.0991,0.971,7.86e-05,0.301,-0.808,0.106,160.007,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YESSIR,TRIANGLE,3YE,2020-06-29,198493,37,0.681,0.0626,0.975,0,0.29,-1.438,0.0646,94.998,4
pporappippam,pporappippam,SUNMI,2020-06-29,206616,57,0.714,0.0513,0.828,0.0652,0.0347,-4.68,0.0428,120.014,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Love Me Harder,EQUAL,WOODZ,2020-06-29,207746,54,0.732,0.0213,0.804,0,0.132,-3.91,0.0433,129.98,4
Blueprint,GO LIVE,Stray Kids,2020-06-17,251300,57,0.744,0.0591,0.77,0,0.287,-4.54,0.0599,109.977,4
FLOWER FANTASY,"So, 通 (COMMUNICATION)",N.Flying,2020-06-10,220440,37,0.4,0.228,0.725,0,0.37,-2.829,0.0491,143.896,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
How You Like That,THE ALBUM,BLACKPINK,2020-10-02,182956,77,0.812,0.0465,0.761,0.000135,0.0601,-5.222,0.0812,130.032,4
Stay Gold,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,BTS,2020-07-14,243266,68,0.723,0.0892,0.634,0,0.0787,-5.415,0.0542,129.017,4
My Body,My Body,NADA,2020-06-25,182120,32,0.523,0.126,0.664,0.000168,0.443,-2.941,0.0734,94.865,4
ONE(Lucid Dream),Golden Child 4th Mini Album [Take A Leap],Golden Child,2020-06-23,235653,44,0.683,0.113,0.687,0,0.19,-5.108,0.0603,109.879,4
Left & Right,Heng:garæ,SEVENTEEN,2020-06-22,201773,68,0.726,0.146,0.829,0,0.0916,-3.876,0.111,149.994,4
The Day,The Day,VOISPER,2020-06-22,216293,14,0.455,0.0693,0.795,0,0.33,-4.351,0.0507,89.761,4
Fanfare,Perfect World,TWICE,2021-07-28,220240,55,0.669,0.0302,0.956,9.78e-06,0.0764,-2.49,0.126,114.922,4
OOPSY,Weki Meki 3rd Mini Album [HIDE and SEEK],Weki Meki,2020-06-18,194920,45,0.742,0.158,0.916,0,0.191,-1.339,0.222,75.01,4
Cloud 9,HIDEOUT: REMEMBER WHO WE ARE - SEASON1.,CRAVITY,2020-04-14,201321,43,0.661,0.0347,0.886,0,0.323,-3.289,0.0794,115.03,4
Draw You,[DRAW YOU : REMEMBER ME],D1CE,2020-06-17,200746,26,0.618,0.28,0.678,0,0.135,-3.303,0.0478,154.01,4
God’s Menu,GO LIVE,Stray Kids,2020-06-17,167922,76,0.689,0.00776,0.771,0,0.521,-3.618,0.0548,157.052,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Girls,NATURE WORLD: CODE M,NATURE,2020-06-17,211373,51,0.695,0.00753,0.834,9.16e-05,0.126,-3.288,0.0435,115.045,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Secret Story of the Swan,Oneiric Diary,IZ*ONE,2020-06-15,192333,67,0.703,0.131,0.941,0,0.319,-0.995,0.0808,102.969,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Greedyy (Feat. Moon Byul of MAMAMOO),Greedyy,Jea,2020-06-12,262666,26,0.789,0.263,0.83,0,0.12,-3.216,0.102,93.067,4
Oh My!,SEVENTEEN 5TH MINI ALBUM 'YOU MAKE MY DAY',SEVENTEEN,2018-07-16,195004,63,0.682,0.245,0.888,0,0.0552,-3.25,0.267,91.966,4
Starry Night,Starry Night,MOMOLAND,2020-06-11,191426,31,0.672,0.327,0.882,0,0.18,-2.015,0.0567,112.942,4
Hug U,Flower 4 Seasons,DIA,2020-06-10,203133,33,0.47,0.246,0.849,0,0.0863,-1.784,0.0512,201.818,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BUTTERFLY,Neverland,WJSN,2020-06-09,217066,46,0.679,0.0942,0.931,0.000471,0.361,-1.957,0.0945,123.939,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
No One Knows,FoRest : Entrance,SEO EUNKWANG,2020-06-08,224666,31,0.558,0.686,0.514,0,0.122,-5.917,0.0339,137.918,4
Get Ready,Twilight Zone,HA SUNG WOON,2020-06-08,182413,29,0.798,0.0477,0.667,0,0.101,-1.787,0.036,102.975,4
When We Were Us,When We Were Us - The 1st Mini Album,SUPER JUNIOR-K.R.Y.,2020-06-08,247520,45,0.404,0.714,0.589,0,0.115,-4.043,0.029,135.87,4
Oh really.,"So, 通 (COMMUNICATION)",N.Flying,2020-06-10,195560,46,0.634,0.302,0.895,0,0.211,-2.421,0.0505,145.021,4
WAYO,WAYO,BANG YE DAM,2020-06-05,205164,63,0.678,0.429,0.358,0,0.0987,-7.37,0.0289,99.992,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Party Like This,Party Like This,GIDONGDAE,2020-06-03,214491,8,0.693,0.0553,0.821,0,0.247,-3.461,0.0422,148.031,4
Mayday,Mayday,VICTON,2020-06-02,192720,51,0.632,0.198,0.679,0,0.0992,-4.313,0.0428,128.136,4
MORE & MORE,MORE & MORE,TWICE,2020-06-01,199653,68,0.739,0.0312,0.841,0,0.173,-4.162,0.06,106.99,4
"Relay (Sung by Kim Sung Kyu(INFINITE)&Lovelyz&Golden Child&Rocket Punch&Woollim Rookie (Cha Jun Ho, Hwang Yun Seong, Kim Dong Yun, Joo Chang Uk, Lee Hyeop, Kim Min Seo))",With Woollim 1st Digital Single 'Relay',With Woollim,2020-05-31,214080,23,0.657,0.224,0.925,0,0.14,-1.799,0.0631,105.055,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TIKI TAKA,TIKI TAKA,MOMOLAND,2020-05-28,152504,27,0.833,0.0455,0.874,0.0137,0.0375,-2.565,0.0453,116.999,4
Linger On - Instrumental,Linger On,Roy Kim,2020-05-27,229867,36,0.396,0.824,0.387,1.65e-05,0.111,-6.415,0.0329,131.617,4
TOP - English Ver.,TOP (English Ver.),Stray Kids,2020-05-20,185839,46,0.616,0.0026,0.949,0,0.166,-1.457,0.187,97.942,4
End of Spring,ONE,ONEWE,2020-05-26,209053,46,0.62,0.0323,0.924,0,0.284,-1.668,0.055,123.972,4
FANTASIA,FANTASIA X,Monsta X,2020-05-26,186106,54,0.738,0.0221,0.952,0,0.231,-1.95,0.0941,125.963,4
Wing,The W,PARK JI HOON,2020-05-26,222013,38,0.769,0.00346,0.934,0.000237,0.153,-1.829,0.0476,119.944,4
Still - Japanese ver,Still (Japanese ver),DKB,2021-03-19,210973,19,0.586,0.0124,0.886,0,0.384,-2.394,0.0448,160.017,4
Candy,Delight - The 2nd Mini Album,BAEKHYUN,2020-05-25,227173,64,0.649,0.24,0.767,0,0.0929,-3.838,0.0455,149.918,4
LOVELY,LOVELY,MINZY,2020-05-24,242293,30,0.486,0.256,0.712,0,0.0938,-1.573,0.0279,95.029,4
Scandalous,Scandalous,KEEMBO,2020-05-23,177500,26,0.501,0.0445,0.948,0,0.193,-1.681,0.25,109.983,4
Daechwita,D-2,Agust D,2020-05-22,225668,74,0.65,0.0229,0.827,0,0.121,-4.014,0.0599,144.995,4
yaya (ME TIME),yaya (ME TIME),Yubin,2020-05-21,183235,28,0.921,0.122,0.824,5.33e-05,0.029,-2.976,0.0718,96.036,4
angel (Prod. by GRAY),"Produced by [ ], Pt. 1",OnlyOneOf,2020-05-21,211400,39,0.671,0.111,0.913,0,0.261,-2.071,0.0567,121.062,4
Pierrot,Pierrot,D-CRUNCH,2020-05-22,197866,26,0.596,0.168,0.909,0,0.701,-3.336,0.0742,140.92,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Punch,NCT #127 Neo Zone: The Final Round - The 2nd Album Repackage,NCT 127,2020-05-19,204000,51,0.636,0.0353,0.915,0,0.0978,-3.473,0.183,90.946,4
Who Dis?,Who Dis?,SECRET NUMBER,2020-05-19,194036,49,0.791,0.267,0.885,0,0.227,-2.43,0.0623,104.959,4
ColorFull,PREQUEL,REDSQUARE,2020-05-19,206346,24,0.855,0.075,0.922,3.74e-05,0.291,-2.235,0.0563,124.112,4
Amnesia,Amnesia,N.Flying,2021-06-30,217600,22,0.406,0.0609,0.859,0,0.301,-3.795,0.0553,165.021,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
woo!ah!,EXCLAMATION,woo!ah!,2020-05-15,193213,39,0.686,0.0484,0.715,0,0.12,-3.431,0.0503,124.956,4
Dolphin,NONSTOP,OH MY GIRL,2020-04-27,176773,61,0.858,0.171,0.68,0,0.173,-4.531,0.0795,113.993,4
Give You Up,SOUNDTRACKS FOR THE LOST & BROKEN : Give You Up,UNVS,2020-05-15,221480,24,0.55,0.145,0.84,0,0.149,-3.402,0.0571,150.026,4
Paeonia,Paeonia,BUSTERS,2020-05-13,193866,25,0.771,0.107,0.955,0.000281,0.0481,-0.397,0.0466,114.936,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JUNGLE,Carnival,BVNDIT,2020-05-13,184803,38,0.612,0.0185,0.928,0.00191,0.529,-1.304,0.0777,105.075,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Zombie - English Ver.,The Book of Us : The Demon,DAY6,2020-05-11,209259,58,0.787,0.0071,0.576,0,0.116,-4.082,0.0402,121.968,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NINETEEN,NINETEEN,NATTY,2020-05-07,183746,37,0.701,0.0721,0.835,0,0.0652,-3.788,0.155,121.062,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
